Sim	LOG10_THETA	H_1	S_1	prS_1	D_1	FS_1	Pi_1
42570	-2.45809	0.973684	228	228	0.111829	3.72233	65.9947
42571	-2.49434	0.984211	348	348	0.440453	2.6917	108.447
42572	-1.82384	1	923	923	-0.935548	-0.397469	202.047
42573	-3.5755	0.910526	19	19	0.202372	-0.46265	5.64211
42574	-2.6739	0.963158	236	236	-0.647314	3.10032	56.1684
42575	-3.05056	0.963158	60	60	-0.710281	-1.46769	13.9474
42576	-2.89825	0.973684	55	55	-0.754932	-2.86928	12.6053
42577	-3.26782	0.942105	37	37	-1.73727	-3.01581	5.86316
42578	-3.17349	0.868421	18	18	-1.45569	-1.62473	3.11053
42579	-3.55694	0.831579	22	22	-0.342143	-0.459573	5.64737
42580	-3.50381	0.963158	19	19	-1.37347	-9.42384	3.41053
42581	-2.92475	0.942105	73	73	-0.659562	0.885814	17.2474
42582	-2.932	0.947368	74	74	0.502082	1.06093	23.4263
42583	-3.39334	0.936842	28	28	-0.792434	-1.74919	6.28947
42584	-3.32265	0.957895	31	31	-0.284402	-2.63222	8.10526
42585	-2.31061	0.989474	270	270	-1.11472	-0.1751	55.7316
42586	-3.59333	0.742105	17	17	-1.14399	1.22756	3.32632
42587	-1.83593	0.994737	1072	1072	-1.46593	1.21378	196.432
42588	-2.57534	0.978947	375	375	1.53796	5.27488	144.653
42589	-2.1161	0.994737	423	423	-1.04137	-0.283363	89.5
42590	-1.63233	0.994737	1339	1339	-0.060516	2.36892	371.974
42591	-1.40621	1	2751	2751	-0.215308	1.2317	735.621
42592	-3.01227	0.947368	86	86	-0.134008	1.96519	23.4474
42593	-2.31707	0.989474	272	272	-1.27386	-0.288626	53.2158
42594	-2.5528	0.984211	142	142	-0.0281831	-0.0345683	39.7526
42595	-1.25662	1	1610	1610	-0.945124	0.356226	351.5
42596	-2.94941	0.942105	31	31	-0.476035	-1.88589	7.67895
42597	-3.14539	0.963158	36	36	-0.149998	-1.0066	9.76316
42598	-3.87723	0.684211	4	4	-0.178664	0.121944	1.05789
42599	-3.90261	0.568421	4	4	-0.678671	-1.49464	0.863158
42600	-1.06003	1	4542	4542	1.18345	2.10198	1641.34
42601	-3.50178	0.868421	23	23	-0.314587	-0.286232	5.95263
42602	-3.85979	0.715789	8	8	-0.656397	-0.538617	1.81579
42603	-2.39478	1	186	186	-1.63995	-5.03581	31.7053
42604	-2.17891	0.989474	218	218	-0.70593	-0.393965	51.0105
42605	-3.60762	0.842105	11	11	-0.542477	-0.386608	2.62632
42606	-3.49599	0.936842	36	36	-0.684326	0.0666864	8.39474
42607	-3.61489	0.515789	25	25	1.2636	5.88556	9.34737
42608	-1.11306	1	5012	5012	1.72196	2.30546	1992.47
42609	-1.7901	1	1159	1159	-0.173047	0.208238	313.195
42610	-3.42692	0.836842	28	28	-0.39953	-0.497553	7.08421
42611	-3.29408	0.915789	25	25	-1.36698	-2.07148	4.55789
42612	-3.32532	0.931579	23	23	-0.651743	-3.41255	5.38421
42613	-1.18137	1	3169	3169	0.792297	1.63669	1061.95
42614	-1.63291	1	830	830	0.23342	-0.110203	246.995
42615	-2.47178	0.984211	237	237	0.2079	0.373096	70.1421
42616	-1.01026	1	8405	8405	-0.123218	2.45479	2299.56
42617	-3.88794	0.757895	6	6	-0.221474	0.0458	1.57368
42618	-3.60586	0.910526	22	22	0.409034	-0.603993	6.86316
42619	-2.12336	1	853	853	0.568404	0.0268994	273.074
42620	-1.58351	1	2213	2213	-0.755502	0.813642	511.405
42621	-3.69622	0.947368	17	17	-0.35514	-3.30802	4.33684
42622	-1.28253	1	4297	4297	-0.3503	1.68469	1110.07
42623	-2.97491	0.931579	52	52	-0.0953348	1.07356	14.3105
42624	-1.3776	1	1350	1350	-0.091507	0.428263	372.216
42625	-2.59357	0.978947	223	223	0.464402	1.46529	69.8789
42626	-1.36874	1	4730	4730	1.044	2.11705	1664.96
42627	-3.48548	0.9	36	36	-0.733648	0.0164154	8.26842
42628	-2.37607	0.994737	525	525	-1.19563	0.0512954	105.658
42629	-3.29041	0.942105	29	29	-0.340213	-1.12433	7.46316
42630	-1.34286	1	2123	2123	-1.6685	0.387515	360.321
42631	-1.03663	1	5978	5978	0.836848	2.32033	2021.04
42632	-1.98774	0.994737	377	377	-0.642533	-0.274041	89.9053
42633	-2.99094	0.963158	125	125	-0.313948	2.19559	32.5526
42634	-3.56496	0.789474	27	27	-1.83834	0.909906	4.01579
42635	-3.25991	0.905263	44	44	1.40044	3.66274	16.7421
42636	-2.84423	0.952632	144	144	0.734075	5.09437	47.7947
42637	-2.56349	0.978947	101	101	-0.0205706	-0.0751874	28.3263
42638	-2.02296	1	401	401	0.0580028	-1.33822	114.6
42639	-2.8799	0.973684	92	92	-0.585173	-0.807083	22.2316
42640	-2.54821	1	192	192	-0.847905	-3.84411	43.0632
42641	-2.12458	1	879	879	0.0261483	-0.0972888	249.311
42642	-1.54437	0.989474	1385	1385	0.66604	4.93252	452.426
42643	-1.37873	1	4133	4133	1.0057	1.96657	1444.21
42644	-2.55711	0.968421	129	129	-1.16432	0.54612	26.1053
42645	-3.95423	0.784211	10	10	-0.473735	-0.609171	2.43684
42646	-1.99376	0.994737	522	522	-0.315191	0.53708	136.042
42647	-2.51753	0.963158	173	173	-0.317698	3.46146	45.0263
42648	-1.25102	0.994737	3325	3325	0.166677	4.15507	974.453
42649	-3.83225	0.868421	15	15	0.829953	0.875374	5.17895
42650	-1.84196	0.994737	1398	1398	0.148788	2.53739	408.042
42651	-2.70412	0.989474	80	80	-0.481152	-3.40473	19.8947
42652	-1.6729	1	1821	1821	-1.60189	0.224669	317.184
42653	-2.33767	0.994737	409	409	0.667368	0.504547	133.711
42654	-2.47102	0.994737	188	188	-0.261865	-1.65712	49.6474
42655	-3.26595	0.884211	37	37	-0.361541	-1.10999	9.47895
42656	-2.39982	0.994737	269	269	1.61272	0.0425256	105.189
42657	-1.9604	1	427	427	-0.233601	-1.35432	113.626
42658	-3.8423	0.647368	5	5	0.333937	1.09	1.56316
42659	-2.88394	0.963158	105	105	1.36297	1.85058	39.4053
42660	-1.26136	1	3043	3043	-0.0128331	1.39946	855.105
42661	-2.26801	0.994737	384	384	1.00119	0.511431	134.2
42662	-3.90801	0.878947	11	11	0.234146	-0.547958	3.30526
42663	-1.82492	0.989474	878	878	-0.58976	2.97777	212.626
42664	-1.89609	1	901	901	0.2481	0.00666809	269.011
42665	-2.62702	0.984211	82	82	-0.394391	-1.98922	20.8842
42666	-2.80767	0.973684	107	107	0.33785	0.336966	32.6368
42667	-1.41468	1	2614	2614	-0.161444	1.18932	708.447
42668	-2.82461	0.957895	99	99	0.0883414	0.817122	28.5053
42669	-2.75789	0.989474	104	104	-0.0736322	-2.01888	28.7895
42670	-1.79342	1	1035	1035	-0.532696	-0.0681657	254.637
42671	-1.72485	1	1409	1409	0.79739	0.720221	472.711
42672	-3.11421	0.926316	28	28	-0.456774	-0.552817	6.96842
42673	-1.2376	1	1590	1590	-0.73043	0.421078	370.084
42674	-1.46539	1	2221	2221	-0.384141	0.937896	568.689
42675	-1.22955	0.994737	5481	5481	2.14498	5.83588	2334.64
42676	-1.23114	1	3051	3051	-0.512592	1.26073	754.9
42677	-2.69083	1	163	163	0.939303	-2.98898	56.3632
42678	-3.88855	0.757895	12	12	-1.55093	-2.34171	1.92105
42679	-1.28229	1	5041	5041	1.53229	2.27743	1939.77
42680	-3.54453	0.878947	29	29	0.98688	1.56397	10.2368
42681	-2.89256	0.984211	174	174	0.759153	0.970121	58.0263
42682	-2.05634	0.989474	516	516	0.509537	2.33464	163.174
42683	-2.04243	0.989474	483	483	1.28141	2.54207	177.889
42684	-1.80064	0.994737	686	686	-0.811633	0.790378	155.858
42685	-2.59965	0.973684	123	123	0.659156	1.918	40.2105
42686	-3.19785	0.957895	79	79	0.0175138	0.909018	22.3632
42687	-3.70372	0.284211	3	3	-1.72331	-2.74926	0.3
42688	-1.63257	1	1028	1028	-0.660804	-0.126838	244.053
42689	-1.55628	1	1235	1235	0.18971	0.399836	363.868
42690	-1.67514	0.984211	1665	1665	1.09626	8.4353	592.032
42691	-1.86497	0.994737	1238	1238	0.191232	2.33394	364.879
42692	-1.64982	0.994737	1368	1368	-0.0751447	2.40143	378.684
42693	-2.47994	0.994737	508	508	0.922581	1.00113	174.795
42694	-2.9738	0.878947	66	66	-1.93135	3.3656	9.76316
42695	-2.7385	0.978947	135	135	0.0760182	0.833387	38.7526
42696	-1.40909	1	2154	2154	-0.331834	0.918136	559.105
42697	-1.10746	1	3563	3563	0.670335	1.7366	1164.77
42698	-2.51765	0.994737	220	220	-0.780401	-1.61852	50.3684
42699	-2.92012	0.931579	112	112	0.601919	3.74777	36.1842
42700	-2.45794	0.957895	155	155	0.0518315	2.24195	44.2368
42701	-2.19036	0.984211	316	316	0.464737	2.42891	99
42702	-1.2787	1	3025	3025	-1.92164	0.692941	462.063
42703	-2.23879	0.994737	239	239	-0.573831	-1.2537	58.0737
42704	-2.98808	0.952632	66	66	-2.15212	-1.39502	8.75263
42705	-2.98951	0.942105	46	46	-0.472934	-0.4687	11.4368
42706	-3.70018	0.910526	17	17	0.141997	-0.882839	4.97368
42707	-3.15347	0.931579	38	38	-1.71844	-0.217255	6.07895
42708	-3.71885	0.926316	13	13	0.19685	-2.74309	3.86316
42709	-3.65645	0.836842	13	13	-0.829548	-0.168422	2.82632
42710	-1.03281	1	6714	6714	0.188585	2.29758	1977.52
42711	-1.85587	1	998	998	1.79717	0.523755	402
42712	-1.41193	1	4476	4476	1.86191	2.21153	1821.5
42713	-3.90529	0.731579	4	4	-0.327314	-1.11459	1
42714	-1.6514	0.994737	932	932	-0.0585223	1.71414	259.032
42715	-3.91881	0.878947	10	10	1.21742	0.733698	3.8
42716	-3.64203	0.8	12	12	-0.902993	0.398973	2.53158
42717	-1.44904	1	1747	1747	0.269994	0.842599	524.137
42718	-3.45076	0.878947	18	18	1.34646	1.88555	6.88947
42719	-1.85064	0.994737	922	922	0.699726	1.99911	303.305
42720	-2.78023	0.947368	54	54	-0.611291	-2.76536	12.9158
42721	-3.38732	0.910526	23	23	0.309778	-1.35041	7.00526
42722	-2.83141	0.984211	254	254	1.62464	2.44451	99.5421
42723	-2.19276	0.984211	279	279	-0.0155848	1.77544	78.3474
42724	-3.47608	0.905263	23	23	-0.69857	0.132891	5.30526
42725	-3.79248	0.815789	10	10	0.82565	2.45212	3.48421
42726	-3.14336	0.947368	84	84	1.04362	2.89352	29.7158
42727	-2.0378	1	347	347	-1.22757	-2.44127	69.0263
42728	-2.96545	0.942105	75	75	0.741824	2.20429	24.9842
42729	-1.5778	1	1336	1336	-1.89958	-0.369681	205.895
42730	-2.62784	0.978947	161	161	-0.331617	0.0974453	41.7474
42731	-3.37638	0.926316	27	27	-1.16006	-2.3945	5.34211
42732	-2.41153	0.994737	164	164	-1.51406	-3.33962	29.3316
42733	-2.45747	0.978947	162	162	-0.622035	-0.100039	38.8053
42734	-3.58666	0.789474	10	10	-0.0558426	-0.224365	2.77368
42735	-3.30314	0.889474	30	30	0.281396	0.321369	9.06316
42736	-3.52848	0.763158	9	9	-0.413795	0.0382609	2.23158
42737	-2.56609	0.994737	162	162	-0.523212	-2.28578	39.8947
42738	-3.10431	0.968421	33	33	-0.80384	-4.2166	7.40526
42739	-2.80623	0.984211	84	84	-1.43136	-3.18883	15.3947
42740	-2.02671	0.984211	1121	1121	0.692753	4.38251	368.221
42741	-1.59321	1	2302	2302	0.126681	1.12353	668.463
42742	-3.99728	0.721053	5	5	0.242522	-0.0426228	1.52105
42743	-2.02918	0.994737	375	375	-0.595627	-0.257829	90.6158
42744	-2.953	0.984211	117	117	0.242051	-0.390959	34.9158
42745	-2.37288	0.989474	185	185	-0.661915	-0.784298	43.8263
42746	-3.86025	0.836842	10	10	0.407757	-0.701069	3.14737
42747	-1.85078	1	731	731	-1.23061	-0.914421	145.463
42748	-3.94691	0.352632	5	5	-0.51165	1.6152	1.17368
42749	-3.04913	0.984211	32	32	-1.44159	-9.30132	5.71579
42750	-2.38651	0.994737	272	272	0.214399	-0.502954	80.6158
42751	-2.75883	0.973684	79	79	-0.641046	-1.35601	18.7737
42752	-3.08858	0.926316	52	52	1.20577	3.1391	19.0421
42753	-3.75343	0.842105	10	10	0.388168	0.138508	3.13158
42754	-1.29771	1	3717	3717	0.392291	1.71878	1145.67
42755	-1.02322	1	5056	5056	-0.120677	1.9214	1384.15
42756	-2.87283	0.963158	105	105	0.598006	1.36092	33.9
42757	-3.07547	0.926316	57	57	1.16901	3.52923	20.7105
42758	-2.93163	0.952632	91	91	-1.36576	0.858069	17.1053
42759	-1.98337	0.989474	574	574	-0.715523	1.87095	134.111
42760	-3.56721	0.636842	29	29	-0.654989	4.09566	6.80526
42761	-1.03582	1	5101	5101	0.00228544	1.96244	1438.6
42762	-1.27614	1	2212	2212	-0.178995	0.993889	596.884
42763	-1.39496	0.994737	2393	2393	0.355777	3.61575	731.732
42764	-1.45258	1	1192	1192	0.192923	0.356075	351.458
42765	-3.93274	0.652632	19	19	-0.79368	3.22385	4.23158
42766	-1.26316	1	4227	4227	0.670204	1.91957	1381.78
42767	-3.33633	0.884211	23	23	-0.167861	-0.152525	6.2
42768	-1.20662	1	6964	6964	1.87368	2.67302	2839.34
42769	-2.12758	0.994737	548	548	-0.686588	0.438244	129.1
42770	-3.19531	0.926316	53	53	-0.26918	0.183246	13.9421
42771	-3.8245	0.7	6	6	0.413255	0.562621	1.91053
42772	-2.36769	0.994737	334	334	-0.384806	-0.379491	85.4579
42773	-1.33	1	4812	4812	0.15843	1.93926	1407.57
42774	-2.91186	0.942105	139	139	0.293595	5.90889	41.9632
42775	-3.23147	0.926316	46	46	-1.56191	-0.918577	7.91579
42776	-3.39358	0.952632	24	24	0.00502677	-1.47277	6.77368
42777	-3.2125	0.947368	36	36	-0.717207	-0.751272	8.31053
42778	-1.36873	1	2014	2014	0.739448	1.12239	667.789
42779	-1.78021	0.994737	911	911	0.0689425	1.72788	261.011
42780	-1.5064	0.989474	1737	1737	-1.13961	4.29738	356.526
42781	-1.81272	1	827	827	-0.29987	-0.297148	216.411
42782	-1.71556	1	1952	1952	-1.1195	0.527776	403.316
42783	-2.33308	0.978947	277	277	0.123308	3.10198	80.3895
42784	-2.2752	1	450	450	-0.568712	-1.42361	109.574
42785	-1.93203	1	654	654	0.254422	-0.446034	195.553
42786	-2.27652	0.994737	684	684	1.59332	1.76349	266.211
42787	-3.55362	0.742105	17	17	-0.030563	0.593864	4.75263
42788	-3.21773	0.915789	70	70	-0.340889	2.9072	18.0789
42789	-2.22893	0.989474	255	255	-0.948927	-0.18574	55.4895
42790	-2.30253	0.994737	482	482	-1.08895	-0.0488848	100.458
42791	-2.63173	0.994737	197	197	0.499615	-1.08686	62.2105
42792	-1.34667	1	3655	3655	1.0322	1.84098	1283.7
42793	-3.35128	0.942105	36	36	0.542572	0.343853	11.5368
42794	-2.1798	0.994737	466	466	0.401013	0.642958	143.958
42795	-2.53605	0.984211	171	171	0.270225	0.646963	51.3421
42796	-3.67512	0.868421	10	10	-0.819803	-3.00104	2.15789
42797	-1.80323	0.994737	599	599	-1.19542	0.308179	120.584
42798	-3.56427	0.936842	27	27	0.820964	0.377134	9.21579
42799	-1.6143	1	1882	1882	1.03825	1.1122	661.832
42800	-1.54384	0.994737	2704	2704	-0.789571	3.30305	618.705
42801	-2.18991	0.989474	349	349	-0.952098	0.557315	75.9211
42802	-1.87701	1	1197	1197	0.640862	0.483158	389
42803	-2.90324	0.968421	86	86	-0.519812	-0.0993191	21.1632
42804	-1.8494	1	1112	1112	-0.641281	-0.0113165	265.463
42805	-2.87122	0.973684	94	94	0.360883	-0.0238925	28.8263
42806	-2.68367	0.984211	113	113	-0.441483	-0.984325	28.4368
42807	-1.68339	0.994737	1785	1785	0.00218951	2.92194	503.4
42808	-3.128	0.957895	41	41	0.231138	-1.05767	12.2263
42809	-1.75923	1	920	920	-0.556893	-0.242328	224.837
42810	-3.61815	0.715789	11	11	0.149861	1.13557	3.23158
42811	-2.09062	0.994737	712	712	-0.333135	1.10191	184.716
42812	-2.77007	0.978947	249	249	2.37805	4.23056	110.295
42813	-2.32289	0.994737	214	214	0.322028	-0.983556	64.9947
42814	-1.92684	1	1392	1392	-0.966121	0.160364	301.921
42815	-1.12901	1	4229	4229	0.671312	1.92032	1382.75
42816	-1.99035	1	634	634	-0.183829	-0.65299	170.853
42817	-1.18241	1	3078	3078	0.0644352	1.4323	880.921
42818	-2.84783	0.963158	89	89	-0.474906	0.882107	22.1789
42819	-1.54974	0.994737	990	990	-0.832968	1.44814	223.558
42820	-3.00162	0.957895	48	48	-0.401094	-1.9682	12.1789
42821	-1.94147	1	1070	1070	0.741446	0.368679	354.979
42822	-1.53575	1	1662	1662	-0.72657	0.477662	387.279
42823	-1.41108	1	2959	2959	0.528414	1.50264	939.116
42824	-1.04361	1	6556	6556	0.0402905	2.23666	1865.68
42825	-2.35962	0.994737	329	329	0.485968	0.0112934	103.542
42826	-1.09382	1	2296	2296	-0.966118	0.78245	498.089
42827	-3.20644	0.863158	39	39	1.74567	6.05475	15.8158
42828	-1.4999	0.994737	2515	2515	0.809316	3.88741	845.689
42829	-3.67581	0.878947	10	10	0.140045	-0.0593795	2.93158
42830	-3.85215	0.931579	17	17	-0.0223459	-1.90181	4.76316
42831	-1.61071	0.994737	1511	1511	0.767074	2.92356	503.842
42832	-3.08126	0.968421	41	41	-0.31203	-1.54812	10.6526
42833	-1.72655	1	2112	2112	1.94705	1.4207	871.705
42834	-1.09056	1	4916	4916	2.11013	2.35159	2082.5
42835	-2.59362	0.978947	103	103	0.193621	-0.786359	30.4
42836	-2.95543	0.973684	73	73	0.544795	-0.657747	23.3263
42837	-3.67342	0.836842	8	8	-1.03399	-1.97859	1.56316
42838	-1.21861	0.994737	3381	3381	-0.781243	3.72465	775.532
42839	-3.73331	0.573684	14	14	-2.03972	-0.645605	1.74737
42840	-2.94188	0.984211	89	89	-0.10266	-1.45416	24.4579
42841	-2.74248	0.973684	96	96	-0.00662793	-0.214841	27.0158
42842	-2.00148	0.989474	460	460	-0.525127	1.48038	113.363
42843	-1.44657	1	3773	3773	0.272521	1.70637	1132.57
42844	-2.06479	0.994737	788	788	-1.57818	0.569052	138.379
42845	-2.90795	0.984211	127	127	0.280619	-0.140627	38.2316
42846	-1.91486	0.978947	1428	1428	2.3411	8.65201	627.326
42847	-3.74836	0.8	8	8	-1.18345	-2.1959	1.46316
42848	-2.39681	0.994737	310	310	-0.369616	-0.529279	79.6316
42849	-1.47334	0.994737	2185	2185	-1.52819	2.46179	391.458
42850	-2.00502	1	509	509	-0.585379	-1.20184	123.379
42851	-2.00205	0.989474	696	696	0.520425	3.06871	220.579
42852	-3.41957	0.936842	26	26	-0.313428	0.120258	6.73684
42853	-3.40349	0.836842	18	18	-1.29958	-3.41128	3.32105
42854	-2.75918	0.952632	100	100	1.45176	2.79319	38.1474
42855	-3.03999	0.957895	112	112	1.25888	4.35788	41.2211
42856	-3.97907	0.694737	15	15	-0.695159	0.416434	3.43158
42857	-3.33455	0.9	36	36	0.0842837	1.60965	10.3632
42858	-3.98295	0.605263	10	10	0.0551601	3.00557	2.86316
42859	-3.75907	0.873684	16	16	-1.32678	-1.87264	2.9
42860	-1.12217	1	4776	4776	1.94327	2.29343	1969.67
42861	-2.06357	0.994737	556	556	0.319369	0.93601	168.689
42862	-2.45474	0.989474	255	255	-0.304948	0.251912	66.6105
42863	-1.39059	1	3557	3557	1.12529	1.83078	1271.53
42864	-3.9782	0.484211	4	4	0.834865	2.19315	1.45263
42865	-3.06869	0.942105	62	62	-1.33203	-0.382609	11.7368
42866	-3.57079	0.694737	14	14	-1.06813	-1.07699	2.79474
42867	-1.24352	1	2697	2697	0.652581	1.42924	878.474
42868	-1.29997	1	4288	4288	1.26478	2.05708	1572.99
42869	-1.34979	0.994737	2786	2786	0.138575	3.80915	811.232
42870	-3.24825	0.957895	38	38	-0.500048	-1.15334	9.36316
42871	-2.72385	0.963158	62	62	-0.371877	0.609465	15.8737
42872	-2.54126	0.942105	213	213	-0.200801	6.0433	57.1368
42873	-3.24735	0.926316	31	31	-0.395596	-0.944018	7.85789
42874	-3.63524	0.863158	10	10	1.15213	0.689734	3.74737
42875	-1.21839	1	3031	3031	0.361824	1.48962	928.037
42876	-2.56549	0.984211	254	254	-0.425292	0.167773	64.2789
42877	-3.99488	0.626316	4	4	-0.975973	-1.87421	0.747368
42878	-3.51033	0.868421	11	11	0.372614	0.411726	3.42632
42879	-1.51658	0.994737	1978	1978	-1.11547	2.54267	409.226
42880	-1.78062	0.994737	689	689	-1.50279	0.368721	124.463
42881	-1.05969	1	5755	5755	-1.0699	1.77632	1208.57
42882	-1.72698	0.994737	1629	1629	0.707091	3.03962	536.611
42883	-1.29312	0.994737	3474	3474	-0.617642	3.86358	835.053
42884	-3.47113	0.889474	34	34	1.23879	3.43203	12.5895
42885	-1.29389	1	2723	2723	0.69104	1.44852	893.979
42886	-3.88549	0.478947	8	8	2.35648	8.80796	3.83158
42887	-2.25389	0.984211	838	838	1.47383	6.1885	319.353
42888	-1.61736	0.994737	1792	1792	0.0572768	2.95315	512.011
42889	-2.03212	0.989474	905	905	-0.369763	3.20055	232.568
42890	-1.00216	1	4818	4818	0.116629	1.93032	1395.79
42891	-1.67874	0.994737	1196	1196	0.286076	2.31016	360.132
42892	-1.8122	1	1590	1590	1.4761	1.01131	605.979
42893	-3.74943	0.931579	18	18	-0.581481	-2.31135	4.28947
42894	-3.03109	0.968421	92	92	1.10606	1.26822	32.9263
42895	-3.63178	0.889474	19	19	1.53664	2.23342	7.53158
42896	-2.25897	1	266	266	-0.661608	-2.67635	63.0632
42897	-2.16636	0.994737	661	661	1.05936	1.52669	233.489
42898	-2.04034	0.994737	788	788	-0.464789	1.2232	197.453
42899	-2.33861	0.994737	223	223	-0.1242	-1.13476	60.9789
42900	-3.10775	0.973684	47	47	-0.231373	-1.87396	12.4842
42901	-2.85574	0.968421	53	53	-0.418387	-1.61452	13.3895
42902	-1.2337	1	3988	3988	-0.87786	1.44224	888.9
42903	-3.52273	0.905263	25	25	0.0350339	1.10942	7.11053
42904	-2.06831	0.994737	475	475	0.370454	0.666115	145.758
42905	-2.44646	0.984211	174	174	-0.26231	-0.660737	45.9421
42906	-3.21289	0.957895	52	52	0.4445	-0.110969	16.2737
42907	-3.86289	0.578947	5	5	-1.41437	-3.1477	0.757895
42908	-1.41442	0.994737	1749	1749	-0.405584	2.69698	445.3
42909	-3.13257	0.957895	47	47	-0.349375	-1.09514	12.0947
42910	-1.07381	1	2515	2515	0.0991374	1.21637	725.658
42911	-3.04795	0.968421	80	80	1.17382	0.873235	29.0263
42912	-1.5017	1	2328	2328	0.183179	1.15102	684.853
42913	-2.23934	0.989474	267	267	-0.800245	0.0350934	60.7947
42914	-3.28952	0.836842	29	29	-1.91913	-1.49794	4.16316
42915	-1.39796	1	2317	2317	0.590546	1.24601	745.053
42916	-2.11476	0.989474	281	281	-0.69253	0.231531	66.0368
42917	-2.81238	0.984211	142	142	0.909039	0.514251	48.8263
42918	-3.93372	0.831579	9	9	-0.171213	-0.6415	2.41053
42919	-1.62064	0.989474	1092	1092	-0.211423	3.78006	292.268
42920	-3.98087	0.768421	11	11	-0.897677	-0.761108	2.31579
42921	-1.13928	1	6068	6068	0.706737	2.30858	1998.44
42922	-3.05557	0.931579	48	48	-1.01528	-0.0937052	10.1105
42923	-1.86546	0.994737	777	777	-0.46118	1.19941	194.884
42924	-1.23865	1	3556	3556	0.998592	1.80466	1240.91
42925	-1.91383	0.994737	646	646	-0.0898103	1.03618	178.179
42926	-3.91112	0.747368	7	7	0.474597	1.03343	2.25789
42927	-2.2226	0.984211	554	554	0.948096	2.72176	191.563
42928	-2.94953	0.968421	63	63	-0.746925	-1.33326	14.4895
42929	-1.56401	0.994737	1522	1522	-0.676992	2.30809	359.721
42930	-2.13805	0.994737	455	455	0.12402	0.481089	132.058
42931	-1.46132	1	1493	1493	-0.213995	0.5156	399.347
42932	-3.61871	0.736842	13	13	-1.55376	-1.06273	2.09474
42933	-1.0992	1	6468	6468	-2.00264	1.51885	953.111
42934	-3.33165	0.947368	25	25	-0.441939	-2.73721	6.24211
42935	-1.00176	1	4351	4351	0.337102	1.87479	1324.95
42936	-3.0807	0.852632	33	33	0.79794	4.04085	11.1842
42937	-1.65998	1	1270	1270	-0.90703	0.0628805	280.495
42938	-2.18137	0.994737	677	677	-2.44838	-0.541821	79.1684
42939	-3.62797	0.642105	11	11	-1.57195	-1.66029	1.72632
42940	-2.28007	0.994737	537	537	-0.330167	0.58297	139.411
42941	-3.94509	0.852632	6	6	0.64136	-0.22553	2.03158
42942	-3.04406	0.957895	46	46	-0.521767	-1.34106	11.2789
42943	-3.07408	0.942105	75	75	0.971372	3.46641	26.1737
42944	-2.81383	0.968421	100	100	0.189845	0.0425852	29.4895
42945	-3.66449	0.705263	25	25	-0.861097	0.237244	5.47895
42946	-3.95988	0.857895	8	8	-0.506933	-1.33541	1.91579
42947	-3.94323	0.721053	5	5	-0.591638	0.291623	1.13684
42948	-2.34939	0.994737	204	204	-1.09875	-2.10969	42.2895
42949	-3.7973	0.810526	8	8	-1.04972	-3.1407	1.55263
42950	-1.35792	1	2971	2971	0.363123	1.46798	909.926
42951	-1.78043	0.994737	1123	1123	-1.17498	1.48187	227.768
42952	-3.65668	0.931579	17	17	-1.40283	-5.22651	2.99474
42953	-1.58615	1	1444	1444	-1.46629	-0.0155499	264.637
42954	-3.11244	0.963158	41	41	0.636243	-0.746134	13.4
42955	-1.49828	1	1539	1539	0.243951	0.685067	459.042
42956	-2.60938	0.984211	96	96	-1.01578	-2.07962	20.3632
42957	-1.80552	0.994737	945	945	0.707249	2.04643	311.347
42958	-1.27132	1	3409	3409	0.632178	1.68041	1105.69
42959	-2.18009	0.994737	460	460	-1.67802	-0.585492	77.5842
42960	-3.66698	0.631579	9	9	-0.677782	-0.218295	2.03684
42961	-2.95831	0.984211	78	78	-0.670011	-2.46196	18.3789
42962	-1.96568	0.989474	730	730	-0.547726	2.55491	178.837
42963	-3.22559	0.978947	43	43	-0.784476	-4.08382	9.74211
42964	-2.53914	1	133	133	-0.646419	-5.04733	31.6211
