Sim	LOG10_THETA_NOW	LOG10_OLD_SIZE_RELATIVE	LOG10_T_BOT	H_1	S_1	prS_1	D_1	FS_1	Pi_1
4109	-1.99948	-1.45718	2.89791	1	44	44	-1.45285	-14.5647	7.9
4110	-3.87348	1.29659	1.66807	1	166	166	0.330818	-3.31711	50.5263
4111	-3.08306	1.00904	1.32855	1	539	539	0.228803	-0.755098	160.242
4112	-2.5916	0.143243	1.9584	1	241	241	-0.315485	-2.68848	62.7789
4113	-3.41517	-1.11246	2.39258	0.468421	2	2	1.13587	0.820314	0.836842
4114	-2.17027	-1.95111	2.24321	1	191	191	-1.56454	-4.79688	33.5421
4115	-1.99172	0.928783	2.49829	1	3413	3413	1.17771	1.797	1232.08
4116	-2.60153	-1.74792	2.7502	0.573684	3	3	0.936486	1.54613	1.14211
4117	-2.70005	0.0726636	2.63997	1	151	151	0.0169681	-3.87069	42.7368
4118	-2.38162	0.575452	2.45962	1	759	759	-0.137722	-0.362535	206.9
4119	-1.52163	0.559909	2.04466	1	5385	5385	0.0081934	2.0214	1520.83
4120	-1.95574	-0.159969	2.30758	1	589	589	0.382908	-0.561402	181.221
4121	-3.26243	0.681762	1.38501	1	199	199	0.144742	-2.90472	58.0474
4122	-3.92036	1.20372	2.58348	1	80	80	1.48955	-5.16695	30.7684
4123	-3.01931	-0.276835	1.44438	0.994737	36	36	-0.873395	-11.3323	7.91053
4124	-1.67982	0.760696	2.15168	1	6548	6548	0.308021	2.2995	1981.15
4125	-2.78923	0.0971932	2.89427	1	121	121	0.179963	-4.55493	35.5947
4126	-3.66579	-1.92324	2.08231	0	0	0	0	0	0
4127	-2.62685	-1.8966	1.83481	0.584211	6	6	-1.88764	-5.0483	0.689474
4128	-3.41879	1.2827	2.75538	1	537	537	0.376059	-0.708377	164.979
4129	-1.08082	-0.726584	1.48794	1	1017	1017	0.0303278	0.101456	288.737
4130	-3.77829	-1.26029	2.71496	0.1	1	1	-1.16439	-0.879302	0.1
4131	-1.48765	-0.817255	2.18465	1	398	398	0.163161	-1.30631	116.568
4132	-3.17613	0.842468	1.56994	1	306	306	0.397298	-1.7209	94.4737
4133	-3.11006	-0.014074	1.52803	1	54	54	0.16053	-8.85882	15.8263
4134	-2.21295	1.33245	1.73634	1	7983	7983	0.0970017	2.45597	2302.17
4135	-1.75172	1.4966	2.56515	1	17093	17093	1.8789	3.59031	6974.68
4136	-3.65065	0.427249	1.93883	0.994737	30	30	-0.0772311	-10.9298	8.28947
4137	-3.82836	1.70601	1.36214	1	540	540	0.361594	-0.704569	165.374
4138	-3.50952	1.46089	1.23724	1	626	626	0.00641712	-0.600238	176.721
4139	-1.89626	-0.197384	2.69478	1	724	724	0.205842	-0.312605	214.111
4140	-3.54788	0.832161	1.1791	1	132	132	-0.662596	-5.10055	31.2368
4141	-1.7501	0.173022	1.82233	1	1869	1869	0.527371	0.9865	593.074
4142	-1.88374	-0.916492	2.00729	1	105	105	-0.347598	-5.75411	27.0947
4143	-1.65904	-0.730125	2.78567	1	518	518	-0.893193	-1.33477	114.811
4144	-2.61578	1.96902	2.43766	1	7899	7899	0.811925	2.60458	2657.23
4145	-1.54293	-1.43332	1.85447	1	83	83	-0.73261	-7.6184	19.2053
4146	-1.75969	0.307716	1.4142	1	2272	2272	-0.240426	1.00696	603.695
4147	-2.82816	0.883036	1.36904	1	755	755	-0.0864596	-0.351847	208.416
4148	-1.20185	-1.61084	1.49157	1	681	681	-1.91146	-1.52047	104.268
4149	-3.84223	-0.139576	1.44723	0.926316	8	8	-0.0192086	-7.00621	2.24211
4150	-1.85613	-0.0913536	1.67677	1	745	745	-0.243448	-0.429144	197.779
4151	-3.72551	-1.8424	2.47252	0.989474	13	13	0.134328	-15.6269	3.8
4152	-3.86221	0.166768	1.9883	0.989474	14	14	0.660227	-13.54	4.65789
4153	-1.0207	-1.49348	2.93237	1	5753	5753	0.16725	2.13042	1686.23
4154	-2.65499	1.96903	2.00837	1	9836	9836	0.318984	2.72395	2983.18
4155	-3.57894	1.78423	1.96361	1	478	478	0.909319	-0.717365	164.053
4156	-1.20993	-1.89407	1.88387	1	2246	2246	-1.21163	0.661608	450.179
4157	-3.05099	1.41374	2.45029	1	1013	1013	0.260324	0.166247	303.279
4158	-2.96111	-1.29145	1.64975	0.815789	7	7	-0.621704	-4.30708	1.6
4159	-1.24339	-0.797574	2.56117	1	757	757	0.235166	-0.238994	225.363
4160	-1.35632	-1.14064	2.77286	1	2699	2699	0.205205	1.32273	797.984
4161	-3.51044	-1.04615	1.90183	0.826316	6	6	0.195066	-2.58954	1.79474
4162	-3.22467	-1.12279	2.22131	1	30	30	-0.631029	-15.6279	7.09474
4163	-3.55007	-0.519272	2.97895	1	25	25	-0.0777051	-15.9031	6.90526
4164	-1.39513	-1.35501	2.53324	1	2759	2759	-0.0702571	1.2751	764.653
4165	-3.71301	-0.257393	1.53069	0.905263	10	10	-0.525972	-6.57999	2.39474
4166	-2.0367	-0.882767	1.21334	1	116	116	-0.963302	-6.1422	25.0526
4167	-1.04822	0.910889	2.99485	1	16546	16546	1.63722	3.51624	6482.96
4168	-3.21661	-0.860471	2.0594	0.910526	8	8	-0.192272	-7.35822	2.12632
4169	-1.21911	-1.55351	2.88109	1	158	158	-0.980969	-4.74267	33.9842
4170	-3.436	-0.877242	2.09943	1	22	22	-0.439699	-18.357	5.48947
4171	-3.37817	-0.842018	1.1619	0.852632	6	6	-0.330568	-4.56228	1.51579
4172	-1.59351	-1.81773	2.6244	1	61	61	-1.64654	-12.2237	10.2105
4173	-3.96811	-1.78855	2.76761	0	0	0	0	0	0
4174	-1.61132	0.406197	2.26698	1	3423	3423	0.527829	1.6612	1086.23
4175	-1.84943	-0.642836	1.63579	1	225	225	-0.70139	-3.18653	52.7211
4176	-1.44101	-0.680147	2.20052	1	1098	1098	-0.912856	-0.138266	242.058
4177	-1.13532	0.799924	2.57468	1	13626	13626	1.21579	3.24288	4953.27
4178	-3.3448	0.88421	1.56692	1	264	264	0.0531276	-2.2255	75.3632
4179	-3.89736	-1.15006	2.54126	0	0	0	0	0	0
4180	-1.93567	0.0204818	1.70088	1	830	830	-0.299511	-0.291787	217.216
4181	-1.70214	0.632532	2.88646	1	2951	2951	0.393375	1.46782	909.8
4182	-3.70522	-1.20105	1.6534	0.878947	8	8	-1.21492	-6.37407	1.44211
4183	-1.51301	-1.03774	1.80132	1	194	194	-0.165292	-3.19896	52.5053
4184	-1.63745	1.31466	2.84763	1	14623	14623	1.36402	3.34217	5461.25
4185	-1.67687	1.47385	1.06307	1	17253	17253	2.04306	3.62673	7230.16
4186	-3.98593	-0.771683	2.32039	0.621053	6	6	-0.766944	-1.51647	1.28421
4187	-3.84447	-1.09732	2.70599	0	0	0	0	0	0
4188	-3.50404	-0.264996	1.78031	0.978947	15	15	-0.603285	-13.6344	3.53684
4189	-2.12326	-1.69067	1.90468	0.936842	14	14	-0.443188	-7.43257	3.46842
4190	-2.7224	1.08638	1.06216	1	1398	1398	-0.283391	0.411994	367.411
4191	-1.63836	1.67552	1.37373	1	17884	17884	2.24825	3.69582	7741.01
4192	-2.60874	1.90553	1.74804	1	9711	9711	0.789314	2.8127	3252.02
4193	-2.30196	0.179841	2.67023	1	448	448	0.332949	-1.02486	136.342
4194	-1.44878	1.66675	1.75159	1	19802	19802	4.01121	3.40282e+38	10915.4
4195	-2.05729	1.4636	2.29184	1	11237	11237	0.250844	2.84523	3356.67
4196	-2.06311	0.22042	2.59583	1	1129	1129	-0.00109834	0.228597	318.147
4197	-1.71154	-0.0728844	2.2013	1	1002	1002	-0.289854	-0.0245581	262.889
4198	-2.95453	1.78972	1.80072	1	2597	2597	0.910701	1.44479	890.953
4199	-3.68312	-0.0537037	1.33915	0.978947	8	8	0.59438	-13.9466	2.65263
4200	-3.4617	0.974023	2.35209	1	195	195	0.749591	-2.60056	64.8895
4201	-3.60357	1.94838	2.0388	1	1391	1391	0.192345	0.548185	410.074
4202	-1.34674	1.3402	2.65533	1	18625	18625	2.33967	3.75111	8176.08
4203	-3.92068	1.88224	2.65043	1	559	559	-0.0243553	-0.791874	156.647
4204	-3.49231	-1.66539	1.77371	0	0	0	0	0	0
4205	-1.23186	0.801168	1.58836	1	12994	12994	1.2337	3.19788	4739.17
4206	-2.46466	0.522058	2.77993	1	857	857	-0.0454173	-0.156363	238.942
4207	-3.09812	1.39209	1.66202	1	1267	1267	0.692236	0.566111	416.121
4208	-3.72805	0.162982	2.63981	0.926316	7	7	1.2727	-5.75403	2.73684
4209	-1.4727	0.701444	2.64083	1	2535	2535	0.973316	1.43159	880.353
4210	-2.46164	0.85705	1.75193	1	1306	1306	-0.214456	0.348216	349.284
4211	-3.13147	1.60144	1.10862	1	2104	2104	0.0579761	1.0023	601.253
4212	-2.12298	1.07937	1.43132	1	5359	5359	0.306316	2.0887	1620.81
4213	-3.59481	-0.713789	2.69685	0.968421	11	11	-0.536457	-11.6387	2.63158
4214	-3.27592	-1.4588	1.62448	0.489474	3	3	-0.975242	-1.40574	0.536842
4215	-2.45691	1.37615	1.12801	1	4817	4817	0.607597	2.04449	1554.37
4216	-3.28316	-1.54639	2.30096	0	0	0	0	0	0
4217	-2.27321	1.69943	1.22984	1	10845	10845	0.845191	2.93742	3672.45
4218	-3.97459	0.468046	2.41411	0.957895	15	15	0.205208	-7.36946	4.46316
4219	-2.95562	1.89051	2.32671	1	3990	3990	0.265945	1.76503	1195.95
4220	-2.79096	1.01866	2.97677	1	86	86	-0.243349	-6.63657	22.8
4221	-1.9786	-0.0521087	1.05329	1	639	639	0.00528239	-0.568883	180.342
4222	-1.22197	0.826006	1.38391	1	14546	14546	1.67404	3.39192	5735.33
4223	-2.72441	1.58224	1.79574	1	4123	4123	0.198069	1.78379	1217.01
4224	-1.26253	1.03581	2.16492	1	16379	16379	1.46057	3.47478	6223.23
4225	-2.04861	-1.67327	2.92463	1	108	108	-1.72443	-8.12963	17.6842
4226	-1.29987	-0.156018	1.29335	1	2530	2530	0.395032	1.29773	780.295
4227	-2.12617	-0.554201	1.42943	1	168	168	-0.0904005	-3.59629	46.3211
4228	-2.04237	0.422957	1.64482	1	1603	1603	0.663873	0.840921	523.389
4229	-2.31669	-1.32622	2.68215	1	259	259	-0.447694	-2.58993	65.1526
4230	-3.9952	1.5661	2.98628	0.9	19	19	0.733847	-1.68651	6.39474
4231	-3.03547	-1.86705	1.09231	0	0	0	0	0	0
4232	-1.35834	-1.01577	1.4029	1	307	307	0.393084	-1.71603	94.6947
4233	-1.66819	-0.79237	1.3766	1	237	237	-0.291195	-2.71666	62.1263
4234	-2.80174	-0.469409	1.70278	1	68	68	-0.497939	-8.45241	16.8211
4235	-3.09815	1.43281	1.16986	1	1446	1446	0.269069	0.616643	433.747
4236	-2.12483	-0.798287	1.86412	1	101	101	-0.349513	-5.94679	26.0474
4237	-2.85436	-0.541476	2.73267	1	40	40	0.059124	-11.2731	11.4421
4238	-3.84066	-0.654396	1.89802	0.1	1	1	-1.16439	-0.879302	0.1
4239	-1.83638	0.641631	2.42348	1	3676	3676	0.00799132	1.61205	1038.13
4240	-3.04461	1.05611	1.54645	1	663	663	0.157771	-0.458538	193.926
4241	-3.52236	-0.573959	2.13522	0.989474	16	16	-0.559035	-15.539	3.83158
4242	-1.34923	-1.91207	1.25809	1	537	537	-2.04645	-2.16615	77.2737
4243	-1.7237	-0.0942163	1.27053	1	1081	1081	0.275623	0.255125	324.747
4244	-3.62013	0.626949	2.745	0.963158	11	11	-0.199318	-10.7051	2.92632
4245	-1.88448	-0.457007	1.33763	1	368	368	0.373016	-1.36478	113
4246	-2.25799	-0.250303	2.00809	1	335	335	-0.229905	-1.84232	89.2211
4247	-2.93926	1.32717	2.66361	1	1207	1207	0.978317	0.576421	419.647
4248	-2.9127	-0.682378	1.34314	0.968421	27	27	-0.602896	-8.37209	6.43158
4249	-2.23733	0.433943	1.97958	1	736	736	0.608688	-0.164098	237.626
4250	-2.79957	1.10128	2.01876	1	1108	1108	0.653999	0.390105	361.063
4251	-1.70798	-0.0776556	2.7686	1	1115	1115	-0.993295	-0.151503	239.774
4252	-3.16254	-1.95366	1.43432	0	0	0	0	0	0
4253	-3.35408	1.5198	1.97331	1	693	693	-0.451097	-0.621891	174.279
4254	-1.44237	1.77527	2.97529	1	18687	18687	2.69226	3.80755	8645.74
4255	-2.7173	1.8365	1.78759	1	6619	6619	0.611309	2.37875	2137.47
4256	-1.96351	-0.5851	1.49877	1	185	185	-0.322314	-3.47348	48.0947
4257	-1.19423	0.618716	1.48465	1	11383	11383	0.591286	2.93409	3660.53
4258	-1.74235	1.44366	1.97602	1	16186	16186	1.88441	3.536	6610.59
4259	-3.25287	-0.844541	1.18803	0.957895	13	13	-1.05879	-9.63163	2.59474
4260	-3.46438	0.240912	1.73187	1	43	43	0.118269	-10.5853	12.4789
4261	-1.42235	1.49072	2.93727	1	18835	18835	2.49126	3.78561	8459.99
4262	-2.12547	1.27138	1.67634	1	6673	6673	0.03679	2.25432	1897.41
4263	-3.32896	1.34045	1.31564	1	507	507	0.998985	-0.597238	177.063
4264	-2.45148	0.593864	1.55199	1	882	882	0.0167808	-0.0956564	249.605
4265	-2.04628	0.38174	1.37028	1	1481	1481	0.19579	0.625556	436.947
4266	-3.61966	0.627734	2.69874	0.989474	16	16	0.451607	-12.7402	5.05789
4267	-2.45678	0.455894	2.76782	1	439	439	0.516694	-0.991008	139.047
4268	-1.49348	-1.32081	1.17879	1	131	131	-1.12572	-5.79658	26.8579
4269	-1.07832	0.234741	2.04202	1	7102	7102	0.307143	2.38404	2148.35
4270	-3.28875	0.403684	2.31852	1	85	85	-0.16292	-6.58821	23.0053
4271	-1.22522	0.587551	2.13482	1	9410	9410	0.867432	2.79632	3200.59
4272	-3.32608	1.32431	1.79934	1	795	795	-0.720376	-0.525469	185.526
4273	-2.50685	-0.0798383	1.58926	1	208	208	-0.256751	-3.06005	55.0053
4274	-3.57531	-1.21545	2.53964	0.9	10	10	-0.793685	-5.58402	2.17895
4275	-2.01902	-0.360202	1.20767	1	337	337	0.356085	-1.54282	103.1
4276	-2.98281	0.949001	2.12884	1	605	605	0.36896	-0.52508	185.574
4277	-3.67781	0.0437336	2.89752	0.994737	18	18	0.558111	-14.1852	5.82632
4278	-3.40221	-0.220319	1.50313	0.984211	16	16	0.460282	-10.3043	5.06842
4279	-1.08776	0.820395	2.6643	1	14990	14990	1.51775	3.39505	5753.06
4280	-1.32115	0.612932	2.48917	1	9206	9206	1.24207	2.84712	3362.84
4281	-2.24379	-0.104166	2.46334	1	252	252	-0.660805	-2.82349	59.7526
4282	-3.91418	-0.591421	1.81894	0.515789	4	4	-1.20571	-3.62828	0.657895
4283	-1.54177	-1.9597	1.57665	0.994737	20	20	-0.919181	-17.4599	4.27368
4284	-1.80833	-1.14264	2.34672	1	74	74	0.219096	-6.83745	21.9789
4285	-3.35359	1.44925	1.78498	1	505	505	1.51943	-0.457277	194.089
4286	-1.19965	0.985755	2.50626	1	14601	14601	1.90569	3.43503	5984.15
4287	-2.6268	1.28269	1.81978	1	2413	2413	-0.395944	1.03006	615.942
4288	-3.50815	-0.329289	1.50171	0.747368	13	13	-0.975431	-2.16139	2.67895
4289	-3.6206	-1.62496	1.10148	0.478947	1	1	1.26176	1.3113	0.478947
4290	-3.5276	-0.599669	1.86807	0.805263	8	8	-1.03399	-7.62331	1.56316
4291	-2.69973	-1.6542	2.61355	1	33	33	-2.00629	-20.4705	4.56842
4292	-1.33415	0.0205131	1.43523	1	2925	2925	0.439325	1.46905	910.816
4293	-3.7163	-1.9541	1.96612	0	0	0	0	0	0
4294	-3.09872	-0.692371	1.66909	0.884211	10	10	-1.04181	-6.14633	1.97895
4295	-2.37511	0.551645	2.95574	1	974	974	0.0502824	0.050134	277.837
4296	-3.62708	-1.76245	1.77074	0.189474	1	1	-0.59155	-0.0965971	0.189474
4297	-2.5709	-1.19251	2.84757	1	32	32	-1.23262	-17.0377	6.19474
4298	-1.32929	-1.32708	2.99571	1	2876	2876	0.346233	1.4281	877.568
4299	-3.99994	-0.475944	1.90078	0.352632	2	2	-0.812352	-0.7746	0.368421
4300	-3.80118	-0.295104	1.24637	0.352632	2	2	-0.812352	-0.7746	0.368421
4301	-3.18906	1.08792	1.37216	1	602	602	-0.0446606	-0.680742	167.874
4302	-1.62983	-1.23412	2.48219	1	1663	1663	0.034959	0.720088	472.658
4303	-3.92862	1.39547	1.46737	1	178	178	-0.593282	-3.84965	42.9947
4304	-3.79553	-0.936772	1.87114	0.584211	8	8	-1.67118	-3.07119	1.13684
4305	-2.75102	-0.296957	1.87646	1	80	80	-0.996244	-8.36324	17.0526
4306	-3.96416	1.16556	2.94276	1	112	112	0.694594	-4.41364	36.8947
4307	-2.13147	0.844324	1.2287	1	3453	3453	0.066126	1.55885	988.637
4308	-1.15356	-1.4277	2.60107	1	1752	1752	-1.35683	0.291295	334.021
4309	-1.14999	-1.48399	2.78125	1	4007	4007	-0.0631471	1.687	1112.45
4310	-3.02322	-1.52174	1.08159	0.952632	6	6	1.02815	-8.82555	2.23684
4311	-3.46779	-0.00791222	1.90402	1	20	20	1.08163	-15.4208	7.24211
4312	-3.62748	-1.17414	1.05728	0.563158	2	2	0.238373	0.203733	0.621053
4313	-2.96105	0.957229	2.90385	1	234	234	0.52836	-2.2584	74.3368
4314	-3.82374	1.92044	1.93956	1	529	529	1.07386	-0.510101	187.411
4315	-1.30939	-1.77169	2.79886	1	194	194	-2.2165	-6.05585	25.4842
4316	-1.90499	0.486123	2.966	1	1650	1650	0.419249	0.814079	511.595
4317	-3.03212	0.942648	2.2323	1	624	624	-0.254541	-0.706396	165.184
4318	-3.73063	-1.08358	1.77538	0	0	0	0	0	0
4319	-1.68707	0.795685	1.12004	1	6733	6733	0.404668	2.35075	2080.83
4320	-2.68359	1.96509	1.30612	1	9714	9714	0.479651	2.74709	3051
4321	-3.1968	-1.77092	1.09877	0.815789	6	6	-0.499168	-4.85651	1.42632
4322	-2.18607	-1.28399	2.93401	1	30	30	-0.391945	-14.9284	7.61053
4323	-1.55424	-1.38015	2.41889	1	426	426	-1.71096	-2.37474	70.8842
4324	-1.7331	1.24677	2.57943	1	12507	12507	1.37409	3.18496	4679.47
4325	-3.05918	1.01235	1.1283	1	602	602	-0.363288	-0.809684	154.947
4326	-3.3044	-1.85054	1.38651	0.189474	1	1	-0.59155	-0.0965971	0.189474
4327	-1.15396	1.57862	1.01874	1	19920	19920	4.28349	3.40282e+38	11344.7
4328	-2.4442	-0.836896	2.85973	1	216	216	-0.427478	-3.0807	54.6211
4329	-1.54346	0.977874	2.97778	1	10963	10963	0.753804	2.92977	3645.13
4330	-2.22876	-1.31477	2.06583	1	199	199	-0.805501	-3.67734	45.2105
4331	-2.64796	1.45224	1.05128	1	5280	5280	0.719102	2.16545	1743.32
4332	-2.91019	-0.598709	2.15544	1	18	18	-0.0702257	-19.4647	4.97895
4333	-3.21799	-1.33854	1.85887	0.989474	18	18	-1.21762	-16.7296	3.43158
4334	-3.55136	1.44914	1.67574	1	575	575	0.111188	-0.694878	166.384
4335	-3.2256	-0.780341	2.23151	0.7	8	8	-1.68691	-4.48331	1.12632
4336	-3.38015	1.1828	1.56468	1	271	271	0.862349	-1.772	92.2053
4337	-1.25789	1.38554	2.45998	1	19170	19170	3.21159	3.9067	9537.73
4338	-3.51652	-0.242433	2.47177	0.994737	21	21	-0.0565304	-14.1762	5.83158
4339	-3.91599	1.59514	2.60487	1	322	322	0.15697	-1.72743	94.1789
4340	-2.83368	-0.67613	2.22162	1	45	45	-0.523609	-11.5761	11.0263
4341	-2.78742	0.817826	2.80569	1	755	755	0.759818	-0.0855383	251.442
4342	-1.07061	-1.46335	2.07302	1	1831	1831	-1.6267	0.2193	315.874
4343	-1.66503	-1.42998	2.72084	1	1183	1183	-0.14721	0.243108	321.737
4344	-1.19218	-1.62591	2.42959	1	3551	3551	0.505107	1.69569	1121.43
4345	-2.74304	-1.49257	2.12167	1	58	58	-1.1624	-11.126	11.6526
4346	-3.09396	-1.01298	2.29973	0.984211	27	27	-0.777851	-11.0359	6.08947
4347	-2.10279	0.899905	1.4934	1	3949	3949	0.684811	1.85018	1294.78
4348	-1.50481	-1.18517	2.44325	1	185	185	-0.723889	-3.84538	43.0474
4349	-2.24025	-0.107004	1.69239	1	322	322	-0.561127	-2.12789	78.5474
4350	-3.56212	-1.24474	1.39848	0	0	0	0	0	0
4351	-3.13304	0.412533	2.20065	1	103	103	-0.277368	-5.75786	27.0737
4352	-1.54332	-0.0434873	1.75628	1	1992	1992	0.157069	0.96574	582.516
4353	-3.74773	-1.69017	1.28415	0.505263	1	1	1.43024	1.4094	0.505263
4354	-2.80767	-0.371601	2.36514	1	46	46	-0.127846	-10.5397	12.5526
4355	-1.17051	-0.281606	2.26053	1	2600	2600	0.0342319	1.23661	738.842
4356	-3.81126	-0.609226	2.15816	0.505263	1	1	1.43024	1.4094	0.505263
4357	-1.75748	-0.970845	1.67123	1	166	166	-0.53091	-4.03642	40.7947
4358	-3.30548	-1.09733	1.08169	0	0	0	0	0	0
4359	-3.81257	-0.066494	1.31988	0.894737	7	7	-0.358592	-6.87082	1.75789
4360	-1.82888	-1.02895	2.89967	1	204	204	-1.36334	-4.23813	38.6263
4361	-1.92264	1.2684	1.40293	1	9824	9824	0.842405	2.83546	3324.88
4362	-2.22851	-0.504278	1.01501	1	142	142	-0.415793	-4.50995	36
4363	-2.43726	-1.64437	2.62069	1	234	234	-0.685282	-3.05556	55.0895
4364	-2.45863	1.8943	1.49628	1	11972	11972	1.59341	3.17976	4655.64
4365	-2.08798	-1.5322	2.31791	0.968421	20	20	-1.1072	-10.1694	3.99474
4366	-2.21639	-1.45849	1.26851	0.994737	18	18	-0.0585176	-15.7654	4.99474
4367	-2.28786	-0.7001	1.39196	1	81	81	-0.163011	-6.85208	21.9211
4368	-3.73883	-0.76545	2.87132	0.6	3	3	-0.443283	-0.797214	0.705263
4369	-1.25463	0.165439	1.50514	1	4955	4955	0.256808	1.99409	1482.14
4370	-1.37478	0.422024	1.99873	1	5435	5435	0.72373	2.19684	1796.18
4371	-1.58397	-1.12533	2.14511	1	175	175	-0.762731	-4.0851	40.2526
4372	-3.45777	1.62188	2.85645	1	498	498	1.30201	-0.537246	184.1
4373	-3.12106	1.33985	2.05546	1	1018	1018	-0.195404	0.0292849	273.558
4374	-2.55357	0.56479	2.51359	1	659	659	0.31014	-0.416106	199.521
4375	-2.87856	0.640418	1.67586	1	351	351	-0.149334	-1.7007	95.3947
4376	-1.18069	-0.39201	1.04309	1	1712	1712	0.370274	0.844933	525.179
4377	-3.32434	0.366709	2.88248	1	64	64	-0.166481	-8.27012	17.3
4378	-3.30162	-0.629316	2.41824	0.973684	12	12	0.644235	-10.1806	3.98947
4379	-2.66062	1.29597	1.13361	1	2359	2359	0.178808	1.16486	693.279
4380	-2.68664	-0.0277737	2.62784	1	128	128	-0.676201	-5.25455	30.1684
4381	-2.75589	0.143496	2.49826	1	177	177	0.729966	-2.87443	58.6737
4382	-2.04255	0.134652	2.78716	1	857	857	-0.0208762	-0.148102	240.358
4383	-3.47855	0.643569	2.86767	1	80	80	-0.829316	-8.02697	17.9737
4384	-1.89591	-1.37321	1.19245	1	37	37	-0.0191108	-12.0838	10.3789
4385	-3.78584	0.994246	1.22787	1	109	109	-0.0715724	-5.25143	30.1895
4386	-1.39614	-0.259333	1.95812	1	1683	1683	0.0500284	0.738604	480.047
4387	-3.15954	1.96742	2.46603	1	3543	3543	0.257405	1.63463	1059.94
4388	-1.00593	-1.10748	1.96047	1	456	456	0.0230635	-1.11855	129.242
4389	-3.26726	0.708147	1.01187	1	184	184	0.175065	-3.1117	54.0526
4390	-1.78477	1.45939	1.25798	1	15953	15953	1.36283	3.43036	5956.67
4391	-2.50098	-1.22929	1.23771	1	16	16	1.57502	-16.6574	6.42105
4392	-1.60035	-0.904195	2.9348	1	185	185	-0.347857	-3.49513	47.7737
4393	-3.57419	-1.70019	2.40954	0	0	0	0	0	0
4394	-2.53946	0.363149	2.86894	1	382	382	-0.081221	-1.49585	105.579
4395	-2.01201	-1.71163	2.2931	0.984211	10	10	-0.330085	-20.1319	2.55263
4396	-3.60863	-1.88507	1.08965	0.442105	4	4	-1.63814	-3.05269	0.489474
4397	-2.58812	0.964635	2.16502	1	1682	1682	-0.010746	0.720673	472.889
4398	-3.58664	1.2891	1.20797	1	364	364	0.238432	-1.44329	108.463
4399	-2.03608	-1.84406	1.32636	0.957895	10	10	-0.147257	-9.31433	2.7
4400	-1.19874	1.5531	1.69137	1	19902	19902	4.02777	3.40282e+38	10992.7
4401	-3.20383	0.643691	1.70295	1	163	163	-0.166793	-3.76226	44.0947
4402	-2.07437	-0.193988	1.39885	1	345	345	-0.222279	-1.77527	92.0632
4403	-3.34247	-0.940892	1.3118	0.536842	3	3	-0.360164	-0.715558	0.731579
4404	-3.02038	-0.773131	1.79137	0.963158	11	11	-0.729107	-12.2384	2.46316
4405	-3.57861	-1.68052	2.2734	0.636842	6	6	-1.57027	-4.14355	0.857895
4406	-1.03505	-1.6835	2.59251	1	528	528	-1.65053	-1.82198	90.0684
4407	-2.10835	-1.82461	1.27075	0.910526	6	6	0.611607	-4.56266	2.01579
4408	-3.76347	-0.0681339	1.92648	0.731579	7	7	-0.981291	-3.60122	1.38421
4409	-2.11932	-0.472913	2.94911	1	457	457	-0.0723323	-1.1556	126.584
4410	-1.77161	0.952426	1.14988	1	7712	7712	0.529827	2.51979	2448.21
4411	-1.82402	0.010561	2.00217	1	1216	1216	0.0739228	0.346458	348.8
4412	-3.26107	-1.90055	2.71677	0.994737	18	18	-0.093642	-15.8663	4.94737
4413	-3.33378	-1.52267	2.59676	0.989474	16	16	-0.233721	-14.5174	4.22632
4414	-2.0932	1.45087	2.6043	1	9895	9895	1.11	2.89594	3526.74
4415	-2.44333	1.87881	2.33464	1	10146	10146	1.43445	2.98237	3837.28
4416	-2.767	-0.15473	1.28847	1	96	96	-0.255723	-6.07773	25.3737
4417	-3.74225	0.613034	2.65091	1	56	56	-0.0378597	-8.94086	15.6368
4418	-2.84826	-0.516705	1.56415	1	48	48	-0.407345	-10.7887	12.1579
4419	-3.64605	0.0694719	1.37987	0.984211	17	17	-0.897471	-16.0812	3.64211
4420	-1.22827	1.73414	2.6568	1	19961	19961	4.69993	3.40282e+38	11926.3
4421	-2.76917	-1.33732	1.82305	0.836842	8	8	0.23252	-3.70258	2.41053
4422	-3.92202	-1.99232	1.96532	0	0	0	0	0	0
4423	-3.47522	-0.714809	2.83469	0.684211	5	5	-1.06014	-2.51709	0.921053
4424	-3.95621	0.816472	1.8865	1	59	59	-0.203453	-8.87239	15.7947
4425	-3.15063	1.93488	1.11275	1	3682	3682	-0.142494	1.57414	1002.59
4426	-2.98342	1.6994	1.78735	1	3177	3177	0.00332967	1.45127	896.211
4427	-1.90138	0.530842	1.44815	1	3215	3215	0.423674	1.56884	997.732
4428	-2.72413	1.20092	1.07246	1	1994	1994	0.0787656	0.945859	572.605
4429	-3.32455	-0.615903	1.98731	0.984211	12	12	-0.41704	-15.3506	2.98947
4430	-3.88481	-0.239535	2.28534	0.910526	7	7	-0.0603982	-4.76507	1.93684
4431	-2.25835	1.36694	1.65508	1	5283	5283	1.29562	2.28234	1948.89
4432	-1.88473	-0.571091	2.44862	1	197	197	-0.826925	-3.73342	44.4684
4433	-3.18846	0.228899	2.39966	1	70	70	-0.086742	-7.58545	19.3105
4434	-3.39234	-1.88733	1.7481	0.1	1	1	-1.16439	-0.879302	0.1
4435	-2.74413	-1.73801	2.06468	0	0	0	0	0	0
4436	-2.82528	-1.82982	2.06452	1	28	28	-1.77339	-21.1786	4.30526
